1014040,1,19940,19960
1014028,3,59820,59958
1026614,1,19940,19960
1017059,1,19940,19960
1019430,1,19940,19964
1014069,1,19940,19963
1022474,1,19940,19960
1014280,1,19940,19960
1023929,1,19940,19969
1026617,1,19940,19932
1014050,1,19940,19960
1014246,1,19940,19940
1014061,2,39880,39924
1014277,2,39880,39920
1026394,1,19940,19960
1014252,1,19940,19960
1025850,3,59820,59880
1014072,2,39880,39920
1014271,3,59820,59880
1014083,1,19940,19960
